,text,bot_or_human
3553,"Southwest flight this morning. 

C boarding group despite checking in right the time. 

No A priority boarding available for upgrade and a full flight.

Worried about getting stuck in a middle seat with these thighs.

Still get a seat at the front of the plane!

Great start! https://t.co/YPbLAu1W69",human
3554,"Some days you just feel like part of the furniture.
Gable

#HappyCaturday photo by @YMPhillips https://t.co/vEaJMbWPKM",human
3555,"16 Aniversario
 P       A
 U      M
 E       E
 B       R
 L        I
 A       C
           A",human
3556,"Some pages from Specs ! Its a story about magic glasses from one of those old comic book mail-in ads. Whatever you wish, you see. What could go wrong?
Written by @davidbooher 
Drawn by me
Colored by @RomanPStevens 
Lettered by @CampbellLetters 
Published by @boomstudios https://t.co/bjZl9rMZYP",human
3557,I know which child to enroll in theater! https://t.co/T1KPpQG5qU,human
3558,i cant wait to dress up this year ,human
3559,Final #nyff60 movie! Solaris with a live score! https://t.co/5eh25hy1Sv,human
3560,"Baby meerkats at Fripps Farm. The best place to follow me is on Instagram as I update daily with photos, videos and stories  https://t.co/CJPevoo2rZ",human
3561,"GOOD MORNING!  

The coffee has hit my veins. Are you having a cup?",human
3562,"Wordle 480 5/6





",human
3563,Happy bday brothaaa @amitashpradhan  Have a good one https://t.co/LdpdZD3cBS,human
3564,Bakerloo understands about posing for the camera. https://t.co/F2IcAkn46Y,human
3565,La story de Giroud ,human
3566,This is how we glam! @victoriabeckham Wendy Rowe! #TGIF Get into the groove! https://t.co/X4bk6aia6Q,human
3567,RIP Hagrid ,human
3568,Business casual means I just wear a cute outfit everyday,human
3569,Went out for a top surgery consult and took a detour to a mountain top orchard for some apple cider doughnuts and beverages.  the spoils of living in VA. https://t.co/lC8G8h1FdA,human
3570,The palpable joy I heard in Mike Flanagan's voice when I asked about 'The Fall of the House of Usher' makes this all the more exciting. https://t.co/KWqKelulFF,human
3571,Check out Haus of Petty's video! #TikTok https://t.co/WOAdvVMEXa,human
3572,"Adam Bennefield in custody, say @BPDAlerts. @WBEN https://t.co/aYw2RZG61q",human
3573,"901 is PREGNANT, will have to feed a couple cubs who will be born during hibernation, so shes smartly tripled her Spring size! Yet voters choose some brawler dude who probably kills cubs.  I demand a recount.  https://t.co/AvlH71GNCu",human
3574,"Join #OWASP for educational 1-day, 2-day, and 3-day training courses on November 14-16. We are offering a variety of classes to best fit your needs.  Take a look at the options available to you now https://t.co/YfNwAyolNj

#cybersecurity #appsec #devsecops https://t.co/cMOV3baRyN",human
3575,this album &amp; its NAME! bravo @ashemusic (from a fellow rae)! https://t.co/dHEURAHPI3,human
3576,So I thought my album was done but I have a couple things to add to complete the story.  Stay tuned..it will be worth the little extra wait :),human
3577,"For those looking- #Moonrise in Mumbai today at 8.48pm look for it at 66East

#KarvaChauth",human
3578,"Erling Haaland is having an incredible start to life at Manchester City and is an amazing talent. 

But any high-quality striker should score goals in this MCFC team and I think Harry Kane would score just as many. 

@theathleticuk 

https://t.co/3v9GNLe0EE",human
3579,"Republicans Plan Debt Crisis to Force Cuts to Medicare, Social Security.
They do this every time. 
https://t.co/GcLdbOzdMb 

#FireRepublicans #2022Elections #Medicare #SocialSecurity",human
3580,The two types of people on roller coasters! My cousin and then theres me! https://t.co/UXnFI5TXHl,human
3581,"Serious question: has anyone else noticed more issues when using delivery apps lately? Ive had stolen food &amp; multiple instances of wrong food. I ordered pasta w/ garlic, onions &amp; tomatoes tonight &amp; got pasta with olives &amp; jalapeos. @UberEats gave a full refund but stillsigh.",human
3582,"I voted in Toronto today and it was very easy! 

Advanced polls close tomorrow, and municipal election day is Monday, October 24 throughout Ontario. Do your thing, it's democracy's biggest night!",human
3583,Although Ive lost a lot of trust in the United States government I am really getting hyped for Election Day. Btw it happens to be on my favorite day November 8th,human
3584,"Hello. A lot of us told you what was going to happen.

Get Ready for Election Month 2020 https://t.co/HWr1YJJIgx",human
3585,"""Hiding from Evil"" - Episode 4 of FOX 5's True Crime Podcast about the DC Snipers https://t.co/xgKJSffWO2 @FOX5DC",human
3586,"Many prescriptions can now be renewed at a pharmacy, without having to wait at the doctors office. Were expanding the services that pharmacists can offer to help people get the health care they need, when they need it.  Find out more: https://t.co/xoZtwTGIbe",human
3587,Let me get upi goes hit Kenilworth Ave and silver spring this morning.i can see the traffic already ,human
3588,"Introducing The Ringmaster!
1/1
Price: 15 $XTZ

https://t.co/ZIgRXIYPj2",human
3589,Endorsement Alert: Teamsters 856 is proud to endorse @soljobrack for Stockton City Council! #Vote #UnionStrong https://t.co/HSEVIDwQys,human
3590,Last 16  https://t.co/8ZuduWtaWI,human
3591,The Avocado Toast salad kit from Target has become my latest comfort/stress food.,human
3592,"Live #ZOZOCHAMPIONSHIP Chat from 1pm-230pmET 

Agenda Below | Join Here - https://t.co/xIHrUvffVs https://t.co/FLFIcqWq8z",human
3593,"The multi-talented Kyle Richards from #HalloweenEnds from our cover shoot for @photobookmagazine with 2 time world kick boxing champion, Thomas Canestraro @ThomasTheBoxer @KyleRichards https://t.co/GtBUTaErPa",human
3594,IF IS US VERSUS THEM WHO YOU THINK GON WIIIINNN,human
3595,"If only $TWTR shareholders could go back to Musk and say we'll make your problems go away for$64.20/share, lol.",human
3596,"Obsessed with this @zimmermann dress  you can get it at @fwrd @ Los Angeles, California https://t.co/UwGgScSjPw",human
3597,"Kurdish struggle critical linchpin of Iran protests, says BBC Persian correspondent Jiyar Gol @jiyargol #Iran #MahsaAmini https://t.co/E6JgKlryGN via @AlMonitor",human
3598,TODAY WE OFFICIALLY HAVE THE BIGGEST SONG ON SA RADIO   what a long fight its been. EGACY OVER EVERYTHING. GOD IS GREAT. https://t.co/kktUSEzcjS,human
3599,"I salt, you salt, we all SALT! #SaltTour #HelloIsaac https://t.co/Nr8WlyGndN",human
3600,"#royalletter New King, new Cipher. #KingCharlesIII - who is interested in attending the Coronation in May?@RoyalFamily  https://t.co/b0JqkJTP2b",human
3601,"Double Update! 
JurASSic #BTS #Outtakes #Video 
Dockside Diva #BTS #Outtakes #Video 
#FappyFriday https://t.co/cKhaEY94g6 https://t.co/7e2PJCWPPG",human
3602,Stay nimble.,human
3603,"Cannabis Company And Major League Baseball Sign Deal For Charlotte's Web To Be 'Official CBD of MLB,' Report Says - Marijuana Moment

Baseball 

Meet #Medicine  https://t.co/UGmS3qGVdf",human
3604,"As Russia continues its fight against Ukraine, Azerbaijan used this as an opportunity to intensify attacks on Armenia. 
By Sabrina Ishanyan
https://t.co/mthqIrh77J",human
3605,"European Open: UK #bonds in focus, the #DAX remains range bound

https://t.co/eVXiLWXkEc https://t.co/RojI8Gg989",human
3606,go go go,human
3607,"Three mobile vaccine clinics this week!  Flu shots &amp; new COVID-19 boosters.

Nipomo Library, 918 W. Tefft St.
Tues. 10/18, 36:30PM

Santa Rosa Church, 1174 Main St., Cambria
Thurs. 10/20, 36:30PM

Iglesia Linaje Escogido, 2050 Ironwood Ave., Morro Bay
Sun. 10/23, 15PM https://t.co/zwsOJEGTN1",human
3608,Campaigns are burning through donations as control of the U.S. Senate hangs in the balance. The latest fundraising update across competitive races w/ @McCormickJohn  https://t.co/KBli8ky77X,human
3609,Happy Saturday everyone! Enjoying the fantastic conversation on Ukraine over at the @MriyaReport.,human
3610,LINDSAY,human
3611,calling white women with no ass bottomless mimosas,human
3612,The CIA is the most destructive terror organization the world has ever seen.,human
3613,"I made my @CXCFestival diary comics and pix FREE for anyone to view. If you enjoy them, please consider becoming a patron! 

https://t.co/HBO9Aa1hQM https://t.co/4qFj17TQIg",human
3614,Rankda mode: on! https://t.co/t08t4bXhM3,human
3615,"Visited the beautiful little airport of Snderborg (EKSB) today to find out, they have slate part ATR-72 in liveries from Taiwan, Indonesia, Cabo Verde and ??? on the apron. Simply beautiful.
#avgeeks https://t.co/6xEgZQo5GM",human
3616,Every time domestic terrorist Ashli Babbitt trends I remember how Ashli Babbitt was a domestic terrorist.,human
3617,Oxfam report: Reducing inequality is not on Melonis agenda - Il manifesto global #ilmanifesto https://t.co/cVv802lUlI,human
3618,"Abortion rights, election denialism, gun control, pandemic policies and fixing -- or not fixing -- the damn roads: Five takeaways from tonight's debate between Gretchen Whitmer and Tudor Dixon. #MIGov 

https://t.co/HtkJzyug1V",human
3619,"For the Christian, *all* wars are civil wars, because *every* man or woman is a brother or sister; each a member of the great human family created in God's own image.",human
3620,ROMPE!!!!!! #daddyyankeebogota https://t.co/hWg7vxQM8F,human
3621,"Making art is problem solving. I know what I want to convey, but I rarely have a clear idea of how Im going to get there. I experiment, over and over, through trial and error, until the pieces (literally and figuratively) click into place.",human
3622,Trust. Trust The Science? Trust. These 'Advertisements'  Were Broadcast 24/7 In NYC. The Media and Big Pharma Made 100's Of Billions.  #NeverForget https://t.co/W0zCWxfLo8,human
3623,Think Im finally gonna watch Hocus Pocus 2 ,human
3624,"If you really are a good actor you can move around unnoticed, you just need to be really committed to what you really want..",human
3625,I just asked my 5yo what he wanted for dinner and he said my skin ,human
3626,black and grey diamonds like a raider ,human
3627,Just posted a photo @ RS Hermina Kemayoran https://t.co/kOezvCOoti,human
3628,"Your thoughts may speak your language, but they never mean what they say.",human
3629,#DYK: We reorganized the Registrar of Voters website to bring the most-asked questions and most-accessed information to the top of the site. Go straight to the source for election-related information: https://t.co/iJ1t3JRgpr https://t.co/54nY4jaZDp,human
3630,It's almosttttt Scorpio season!  https://t.co/YjRyYjZymu,human
3631,*is that too much time for Mahomes tweet*,human
3632,And a good morning to you https://t.co/uuwpbedpBo,human
3633,Decision to Leave movie review (2022) | Roger Ebert https://t.co/GnWFts3oQa I really enjoyed #DecisionToLeave at #OIFF,human
3634,"Republicans: Ignore mass murder to kiss communist Chinas ass

Democrats: Crush communist Chinas tech sector in a single day https://t.co/IeDfKUWZYL",human
3635,JUST IN: Justice Dept. appeals judges appointment of a special master to review documents seized from former President Trumps Mar-a-Lago home. https://t.co/k1QiauiOws,human
3636,"In 2020, the pandemic caused Wisconsin public school enrollment to plummet. Two years later, statewide enrollment numbers havent recovered, but instead are continuing a gradual decline.

https://t.co/GSN2vLzSFg",human
3637,The endorphins released while purchasing crystals is truly next level.,human
3638,Gritty win today #steelers. Its a long season. A lot can happen when the division looks like this. 1-0 lets go. Was great to see Brady take the L in da Burgh! #afcnorth #NFL https://t.co/iE2QK3wcl2,human
3639,The #BachelorInParadise season 8 cast is here! https://t.co/TSyaLttUNX,human
3640,Anyone want to guess how many of the 40 #extemp questions I wrote will need to be replaced before Saturday due to current events?,human
3641,"Wordle 483 4/6




",human
